"lnBWg","tempTest","model_predFE","CI_2.5","CI_97.5"
-3.2188758248682,20,1.98124339247475,1.67398212707425,2.47671003135409
-2.7188758248682,20,1.94861277035053,1.64409551631741,2.43594703051807
-2.2188758248682,20,1.91598214822631,1.61420890556057,2.39518402968204
-1.7188758248682,20,1.88335152610209,1.58432229480374,2.35442102884602
-1.2188758248682,20,1.85072090397787,1.5544356840469,2.31365802800999
-0.718875824868201,20,1.81809028185365,1.52454907329006,2.27289502717397
-0.218875824868201,20,1.78545965972943,1.49466246253322,2.23213202633794
0.281124175131799,20,1.75282903760521,1.45083768038648,2.19136902550192
0.781124175131799,20,1.72019841548099,1.39843009895507,2.15060602466589
1.2811241751318,20,1.68756779335677,1.34602251752366,2.12903838374895
1.7811241751318,20,1.65493717123255,1.29361493609224,2.10790326333922
2.2811241751318,20,1.62230654910833,1.24120735466083,2.0867681429295
2.7811241751318,20,1.58967592698411,1.18879977322942,2.06563302251978
3.2811241751318,20,1.55704530485989,1.13639219179801,2.04449790211005
3.7811241751318,20,1.52441468273567,1.0839846103666,2.02336278170033
4.2811241751318,20,1.49178406061145,1.03157702893518,2.0022276612906
4.7811241751318,20,1.45915343848723,0.979169447503773,1.98109254088088
5.2811241751318,20,1.42652281636301,0.926761866072361,1.95995742047116
5.7811241751318,20,1.39389219423879,0.874354284640949,1.93882230006143
6.2811241751318,20,1.36126157211457,0.821946703209537,1.91768717965171
6.7811241751318,20,1.32863094999035,0.769539121778125,1.89655205924198
7.2811241751318,20,1.29600032786613,0.717131540346714,1.87541693883226
7.7811241751318,20,1.26336970574191,0.664723958915302,1.85428181842254
8.2811241751318,20,1.23073908361769,0.61231637748389,1.83314669801281
8.7811241751318,20,1.19810846149347,0.559908796052478,1.81201157760309
9.2811241751318,20,1.16547783936925,0.507501214621066,1.79087645719337
9.7811241751318,20,1.13284721724503,0.455093633189654,1.76974133678364
10.2811241751318,20,1.10021659512081,0.402686051758242,1.74860621637392
10.7811241751318,20,1.06758597299659,0.350278470326831,1.72747109596419
11.2811241751318,20,1.03495535087237,0.297870888895419,1.70633597555447
